,Value,Layer,Method
782,5.363636493682861,conv6,HRank
783,5.642045497894287,conv6,HRank
784,5.323863506317139,conv6,HRank
785,5.3522725105285645,conv6,HRank
786,4.5227274894714355,conv6,HRank
787,4.9602274894714355,conv6,HRank
788,4.5397725105285645,conv6,HRank
789,3.903409004211426,conv6,HRank
790,4.426136493682861,conv6,HRank
791,5.056818008422852,conv6,HRank
792,4.420454502105713,conv6,HRank
793,5.2102274894714355,conv6,HRank
794,3.8068182468414307,conv6,HRank
795,3.704545497894287,conv6,HRank
796,5.255681991577148,conv6,HRank
797,6.1647725105285645,conv6,HRank
798,4.9375,conv6,HRank
799,4.0227274894714355,conv6,HRank
800,4.426136493682861,conv6,HRank
801,3.9886362552642822,conv6,HRank
802,5.051136493682861,conv6,HRank
803,5.511363506317139,conv6,HRank
804,3.857954502105713,conv6,HRank
805,2.7272727489471436,conv6,HRank
806,4.1875,conv6,HRank
807,4.8352274894714355,conv6,HRank
808,5.056818008422852,conv6,HRank
809,5.4147725105285645,conv6,HRank
810,4.846590995788574,conv6,HRank
811,5.068181991577148,conv6,HRank
812,3.6931817531585693,conv6,HRank
813,5.6875,conv6,HRank
814,4.369318008422852,conv6,HRank
815,4.176136493682861,conv6,HRank
816,3.920454502105713,conv6,HRank
817,5.4772725105285645,conv6,HRank
818,3.7386362552642822,conv6,HRank
819,3.25,conv6,HRank
820,5.568181991577148,conv6,HRank
821,4.7727274894714355,conv6,HRank
822,4.2727274894714355,conv6,HRank
823,4.119318008422852,conv6,HRank
824,4.767045497894287,conv6,HRank
825,4.6875,conv6,HRank
826,5.4375,conv6,HRank
827,4.818181991577148,conv6,HRank
828,4.0397725105285645,conv6,HRank
829,6.215909004211426,conv6,HRank
830,4.068181991577148,conv6,HRank
831,4.153409004211426,conv6,HRank
832,5.2727274894714355,conv6,HRank
833,3.295454502105713,conv6,HRank
834,4.715909004211426,conv6,HRank
835,4.3352274894714355,conv6,HRank
836,3.3522727489471436,conv6,HRank
837,4.420454502105713,conv6,HRank
838,4.534090995788574,conv6,HRank
839,3.590909004211426,conv6,HRank
840,5.1477274894714355,conv6,HRank
841,4.153409004211426,conv6,HRank
842,4.3522725105285645,conv6,HRank
843,4.551136493682861,conv6,HRank
844,4.755681991577148,conv6,HRank
845,4.6647725105285645,conv6,HRank
846,5.448863506317139,conv6,HRank
847,5.676136493682861,conv6,HRank
848,4.8977274894714355,conv6,HRank
849,3.596590995788574,conv6,HRank
850,4.278409004211426,conv6,HRank
851,3.7272727489471436,conv6,HRank
852,4.159090995788574,conv6,HRank
853,3.625,conv6,HRank
854,4.454545497894287,conv6,HRank
855,6.295454502105713,conv6,HRank
856,6.142045497894287,conv6,HRank
857,4.988636493682861,conv6,HRank
858,4.5625,conv6,HRank
859,4.801136493682861,conv6,HRank
860,3.767045497894287,conv6,HRank
861,4.2272725105285645,conv6,HRank
862,5.045454502105713,conv6,HRank
863,4.034090995788574,conv6,HRank
864,3.920454502105713,conv6,HRank
865,4.698863506317139,conv6,HRank
866,3.732954502105713,conv6,HRank
867,5.130681991577148,conv6,HRank
868,4.676136493682861,conv6,HRank
869,3.9772727489471436,conv6,HRank
870,4.8522725105285645,conv6,HRank
871,5.806818008422852,conv6,HRank
872,5.034090995788574,conv6,HRank
873,4.971590995788574,conv6,HRank
874,4.528409004211426,conv6,HRank
875,3.778409004211426,conv6,HRank
876,4.732954502105713,conv6,HRank
877,3.9431817531585693,conv6,HRank
878,3.8181817531585693,conv6,HRank
879,5.096590995788574,conv6,HRank
880,5.142045497894287,conv6,HRank
881,4.551136493682861,conv6,HRank
882,4.704545497894287,conv6,HRank
883,3.482954502105713,conv6,HRank
884,3.840909004211426,conv6,HRank
885,4.1647725105285645,conv6,HRank
886,4.994318008422852,conv6,HRank
887,3.8863637447357178,conv6,HRank
888,5.386363506317139,conv6,HRank
889,3.295454502105713,conv6,HRank
890,3.329545497894287,conv6,HRank
891,5.0852274894714355,conv6,HRank
892,4.863636493682861,conv6,HRank
893,5.590909004211426,conv6,HRank
894,4.403409004211426,conv6,HRank
895,4.8977274894714355,conv6,HRank
896,3.25,conv7,HRank
897,2.3181817531585693,conv7,HRank
898,2.4772727489471436,conv7,HRank
899,2.5,conv7,HRank
900,2.034090995788574,conv7,HRank
901,2.420454502105713,conv7,HRank
902,2.5,conv7,HRank
903,2.0681817531585693,conv7,HRank
904,2.9318182468414307,conv7,HRank
905,2.528409004211426,conv7,HRank
906,2.625,conv7,HRank
907,2.8806817531585693,conv7,HRank
908,3.2386362552642822,conv7,HRank
909,2.482954502105713,conv7,HRank
910,3.0568182468414307,conv7,HRank
911,2.5852272510528564,conv7,HRank
912,2.721590995788574,conv7,HRank
913,2.4943182468414307,conv7,HRank
914,2.3125,conv7,HRank
915,2.8238637447357178,conv7,HRank
916,2.3806817531585693,conv7,HRank
917,2.8068182468414307,conv7,HRank
918,2.8863637447357178,conv7,HRank
919,2.5,conv7,HRank
920,2.5056817531585693,conv7,HRank
921,2.3806817531585693,conv7,HRank
922,2.471590995788574,conv7,HRank
923,2.7443182468414307,conv7,HRank
924,2.25,conv7,HRank
925,2.3068182468414307,conv7,HRank
926,2.5852272510528564,conv7,HRank
927,1.982954502105713,conv7,HRank
928,2.6988637447357178,conv7,HRank
929,2.3693182468414307,conv7,HRank
930,2.5227272510528564,conv7,HRank
931,2.5511362552642822,conv7,HRank
932,1.9943181276321411,conv7,HRank
933,1.9090908765792847,conv7,HRank
934,2.278409004211426,conv7,HRank
935,2.3011362552642822,conv7,HRank
936,2.465909004211426,conv7,HRank
937,2.6363637447357178,conv7,HRank
938,1.704545497894287,conv7,HRank
939,3.153409004211426,conv7,HRank
940,2.607954502105713,conv7,HRank
941,2.295454502105713,conv7,HRank
942,2.8238637447357178,conv7,HRank
943,2.5681817531585693,conv7,HRank
944,2.920454502105713,conv7,HRank
945,2.9147727489471436,conv7,HRank
946,1.829545497894287,conv7,HRank
947,2.7102272510528564,conv7,HRank
948,2.1988637447357178,conv7,HRank
949,2.5,conv7,HRank
950,3.107954502105713,conv7,HRank
951,2.579545497894287,conv7,HRank
952,2.5738637447357178,conv7,HRank
953,2.482954502105713,conv7,HRank
954,2.6477272510528564,conv7,HRank
955,2.1988637447357178,conv7,HRank
956,2.5852272510528564,conv7,HRank
957,3.142045497894287,conv7,HRank
958,2.6647727489471436,conv7,HRank
959,2.6647727489471436,conv7,HRank
960,2.653409004211426,conv7,HRank
961,2.3238637447357178,conv7,HRank
962,2.465909004211426,conv7,HRank
963,2.9147727489471436,conv7,HRank
964,2.232954502105713,conv7,HRank
965,2.142045497894287,conv7,HRank
966,2.965909004211426,conv7,HRank
967,2.534090995788574,conv7,HRank
968,2.8068182468414307,conv7,HRank
969,1.9261363744735718,conv7,HRank
970,2.6022727489471436,conv7,HRank
971,1.8977272510528564,conv7,HRank
972,2.642045497894287,conv7,HRank
973,2.590909004211426,conv7,HRank
974,2.9147727489471436,conv7,HRank
975,2.4943182468414307,conv7,HRank
976,2.6306817531585693,conv7,HRank
977,2.875,conv7,HRank
978,2.1931817531585693,conv7,HRank
979,2.329545497894287,conv7,HRank
980,2.9261362552642822,conv7,HRank
981,1.8693181276321411,conv7,HRank
982,2.607954502105713,conv7,HRank
983,2.375,conv7,HRank
984,2.2272727489471436,conv7,HRank
985,2.4375,conv7,HRank
986,2.579545497894287,conv7,HRank
987,1.8977272510528564,conv7,HRank
988,2.7556817531585693,conv7,HRank
989,2.5852272510528564,conv7,HRank
990,2.1136362552642822,conv7,HRank
991,3.017045497894287,conv7,HRank
992,2.3181817531585693,conv7,HRank
993,2.329545497894287,conv7,HRank
994,2.5681817531585693,conv7,HRank
995,1.732954502105713,conv7,HRank
996,2.403409004211426,conv7,HRank
997,2.8125,conv7,HRank
998,3.034090995788574,conv7,HRank
999,2.767045497894287,conv7,HRank
1000,2.1136362552642822,conv7,HRank
1001,2.3693182468414307,conv7,HRank
1002,2.517045497894287,conv7,HRank
1003,2.795454502105713,conv7,HRank
1004,2.8806817531585693,conv7,HRank
1005,2.857954502105713,conv7,HRank
1006,2.5681817531585693,conv7,HRank
1007,2.465909004211426,conv7,HRank
1008,2.170454502105713,conv7,HRank
1009,2.6022727489471436,conv7,HRank
1010,2.4488637447357178,conv7,HRank
1011,3.1306817531585693,conv7,HRank
1012,2.3011362552642822,conv7,HRank
1013,2.5056817531585693,conv7,HRank
1014,2.857954502105713,conv7,HRank
1015,1.8863636255264282,conv7,HRank
1016,2.215909004211426,conv7,HRank
1017,2.545454502105713,conv7,HRank
1018,2.534090995788574,conv7,HRank
1019,2.1988637447357178,conv7,HRank
1020,2.7272727489471436,conv7,HRank
1021,2.6761362552642822,conv7,HRank
1022,2.642045497894287,conv7,HRank
1023,2.0,conv7,HRank
1024,1.7784091234207153,conv7,HRank
1025,3.1761362552642822,conv7,HRank
1026,2.204545497894287,conv7,HRank
1027,2.4261362552642822,conv7,HRank
1028,1.9886363744735718,conv7,HRank
1029,1.9034091234207153,conv7,HRank
1030,2.1193182468414307,conv7,HRank
1031,3.0852272510528564,conv7,HRank
1032,2.125,conv7,HRank
1033,2.659090995788574,conv7,HRank
1034,2.7272727489471436,conv7,HRank
1035,2.3636362552642822,conv7,HRank
1036,2.096590995788574,conv7,HRank
1037,2.5625,conv7,HRank
1038,2.8125,conv7,HRank
1039,2.4943182468414307,conv7,HRank
1040,3.125,conv7,HRank
1041,2.267045497894287,conv7,HRank
1042,2.903409004211426,conv7,HRank
1043,2.846590995788574,conv7,HRank
1044,2.5397727489471436,conv7,HRank
1045,2.857954502105713,conv7,HRank
1046,2.329545497894287,conv7,HRank
1047,2.5227272510528564,conv7,HRank
1048,2.7272727489471436,conv7,HRank
1049,3.079545497894287,conv7,HRank
1050,2.3693182468414307,conv7,HRank
1051,2.6022727489471436,conv7,HRank
1052,2.607954502105713,conv7,HRank
1053,2.7727272510528564,conv7,HRank
1054,2.329545497894287,conv7,HRank
1055,2.6761362552642822,conv7,HRank
1056,2.409090995788574,conv7,HRank
1057,2.8068182468414307,conv7,HRank
1058,2.5113637447357178,conv7,HRank
1059,3.2613637447357178,conv7,HRank
1060,2.8522727489471436,conv7,HRank
1061,2.6022727489471436,conv7,HRank
1062,2.079545497894287,conv7,HRank
1063,2.4375,conv7,HRank
1064,2.6477272510528564,conv7,HRank
1065,1.8181818723678589,conv7,HRank
1066,2.909090995788574,conv7,HRank
1067,1.9375,conv7,HRank
1068,2.6477272510528564,conv7,HRank
1069,2.4772727489471436,conv7,HRank
1070,2.346590995788574,conv7,HRank
1071,1.875,conv7,HRank
1072,2.6363637447357178,conv7,HRank
1073,2.079545497894287,conv7,HRank
1074,2.9147727489471436,conv7,HRank
1075,2.846590995788574,conv7,HRank
1076,2.6931817531585693,conv7,HRank
1077,2.4772727489471436,conv7,HRank
1078,2.590909004211426,conv7,HRank
1079,2.3863637447357178,conv7,HRank
1080,2.767045497894287,conv7,HRank
1081,2.6306817531585693,conv7,HRank
1082,2.3693182468414307,conv7,HRank
1083,2.2102272510528564,conv7,HRank
1084,1.7613636255264282,conv7,HRank
1085,2.7102272510528564,conv7,HRank
1086,2.75,conv7,HRank
1087,2.482954502105713,conv7,HRank
1088,2.8693182468414307,conv7,HRank
1089,2.5511362552642822,conv7,HRank
1090,2.204545497894287,conv7,HRank
1091,3.0511362552642822,conv7,HRank
1092,2.9886362552642822,conv7,HRank
1093,2.9772727489471436,conv7,HRank
1094,2.4886362552642822,conv7,HRank
1095,2.7102272510528564,conv7,HRank
1096,2.4431817531585693,conv7,HRank
1097,1.8238636255264282,conv7,HRank
1098,2.0056817531585693,conv7,HRank
1099,2.7386362552642822,conv7,HRank
1100,2.079545497894287,conv7,HRank
1101,1.6363636255264282,conv7,HRank
1102,2.8636362552642822,conv7,HRank
1103,2.375,conv7,HRank
1104,2.1761362552642822,conv7,HRank
1105,2.295454502105713,conv7,HRank
1106,3.1931817531585693,conv7,HRank
1107,2.5511362552642822,conv7,HRank
1108,2.6931817531585693,conv7,HRank
1109,2.045454502105713,conv7,HRank
1110,2.346590995788574,conv7,HRank
1111,2.75,conv7,HRank
1112,2.607954502105713,conv7,HRank
1113,2.784090995788574,conv7,HRank
1114,2.346590995788574,conv7,HRank
1115,1.6306818723678589,conv7,HRank
1116,2.732954502105713,conv7,HRank
1117,2.670454502105713,conv7,HRank
1118,2.4318182468414307,conv7,HRank
1119,3.0227272510528564,conv7,HRank
1120,2.5511362552642822,conv7,HRank
1121,3.2272727489471436,conv7,HRank
1122,2.7386362552642822,conv7,HRank
1123,2.9318182468414307,conv7,HRank
1124,2.875,conv7,HRank
1125,2.6363637447357178,conv7,HRank
1126,2.6477272510528564,conv7,HRank
1127,2.903409004211426,conv7,HRank
1128,2.6136362552642822,conv7,HRank
1129,2.4147727489471436,conv7,HRank
1130,2.357954502105713,conv7,HRank
1131,2.1306817531585693,conv7,HRank
1132,2.8522727489471436,conv7,HRank
1133,2.4261362552642822,conv7,HRank
1134,3.017045497894287,conv7,HRank
1135,2.5625,conv7,HRank
1136,2.5056817531585693,conv7,HRank
1137,2.5568182468414307,conv7,HRank
1138,2.625,conv7,HRank
1139,2.2613637447357178,conv7,HRank
1140,2.1022727489471436,conv7,HRank
1141,3.0511362552642822,conv7,HRank
1142,2.454545497894287,conv7,HRank
1143,2.7102272510528564,conv7,HRank
1144,2.5852272510528564,conv7,HRank
1145,2.1761362552642822,conv7,HRank
1146,2.1988637447357178,conv7,HRank
1147,2.482954502105713,conv7,HRank
1148,2.465909004211426,conv7,HRank
1149,2.2443182468414307,conv7,HRank
1150,2.1306817531585693,conv7,HRank
1151,3.0852272510528564,conv7,HRank
1152,1.3636363744735718,conv8,HRank
1153,1.1931818723678589,conv8,HRank
1154,1.6931818723678589,conv8,HRank
1155,1.3238636255264282,conv8,HRank
1156,1.9943181276321411,conv8,HRank
1157,1.3522727489471436,conv8,HRank
1158,1.732954502105713,conv8,HRank
1159,0.6875,conv8,HRank
1160,1.4261363744735718,conv8,HRank
1161,1.482954502105713,conv8,HRank
1162,1.3352272510528564,conv8,HRank
1163,1.9090908765792847,conv8,HRank
1164,0.9488636255264282,conv8,HRank
1165,1.2784091234207153,conv8,HRank
1166,1.0511363744735718,conv8,HRank
1167,1.2613636255264282,conv8,HRank
1168,0.8465909361839294,conv8,HRank
1169,1.3522727489471436,conv8,HRank
1170,1.9034091234207153,conv8,HRank
1171,1.7443181276321411,conv8,HRank
1172,2.9772727489471436,conv8,HRank
1173,2.2443182468414307,conv8,HRank
1174,0.8068181872367859,conv8,HRank
1175,2.3125,conv8,HRank
1176,1.9090908765792847,conv8,HRank
1177,1.420454502105713,conv8,HRank
1178,1.8409091234207153,conv8,HRank
1179,1.5511363744735718,conv8,HRank
1180,1.6136363744735718,conv8,HRank
1181,1.795454502105713,conv8,HRank
1182,1.4034091234207153,conv8,HRank
1183,1.5397727489471436,conv8,HRank
1184,1.2102272510528564,conv8,HRank
1185,2.0,conv8,HRank
1186,1.420454502105713,conv8,HRank
1187,0.9204545617103577,conv8,HRank
1188,0.9943181872367859,conv8,HRank
1189,1.1875,conv8,HRank
1190,1.6988636255264282,conv8,HRank
1191,1.5340908765792847,conv8,HRank
1192,1.954545497894287,conv8,HRank
1193,1.517045497894287,conv8,HRank
1194,1.857954502105713,conv8,HRank
1195,1.9886363744735718,conv8,HRank
1196,1.170454502105713,conv8,HRank
1197,2.028409004211426,conv8,HRank
1198,1.0909091234207153,conv8,HRank
1199,1.3125,conv8,HRank
1200,1.204545497894287,conv8,HRank
1201,2.3068182468414307,conv8,HRank
1202,0.9375,conv8,HRank
1203,2.1022727489471436,conv8,HRank
1204,1.7613636255264282,conv8,HRank
1205,1.5,conv8,HRank
1206,1.8352272510528564,conv8,HRank
1207,1.6193181276321411,conv8,HRank
1208,2.517045497894287,conv8,HRank
1209,1.267045497894287,conv8,HRank
1210,1.375,conv8,HRank
1211,1.3409091234207153,conv8,HRank
1212,2.3068182468414307,conv8,HRank
1213,1.607954502105713,conv8,HRank
1214,1.107954502105713,conv8,HRank
1215,2.170454502105713,conv8,HRank
1216,1.875,conv8,HRank
1217,1.375,conv8,HRank
1218,1.6022727489471436,conv8,HRank
1219,1.8409091234207153,conv8,HRank
1220,2.0625,conv8,HRank
1221,2.1193182468414307,conv8,HRank
1222,1.607954502105713,conv8,HRank
1223,2.3011362552642822,conv8,HRank
1224,1.625,conv8,HRank
1225,1.7613636255264282,conv8,HRank
1226,1.4090908765792847,conv8,HRank
1227,1.607954502105713,conv8,HRank
1228,1.5227272510528564,conv8,HRank
1229,1.5738636255264282,conv8,HRank
1230,1.1988636255264282,conv8,HRank
1231,1.357954502105713,conv8,HRank
1232,2.0511362552642822,conv8,HRank
1233,1.392045497894287,conv8,HRank
1234,1.2840908765792847,conv8,HRank
1235,1.6761363744735718,conv8,HRank
1236,0.9034090638160706,conv8,HRank
1237,2.1477272510528564,conv8,HRank
1238,2.2727272510528564,conv8,HRank
1239,1.4659091234207153,conv8,HRank
1240,1.3125,conv8,HRank
1241,1.75,conv8,HRank
1242,2.0113637447357178,conv8,HRank
1243,1.4772727489471436,conv8,HRank
1244,1.267045497894287,conv8,HRank
1245,1.5965908765792847,conv8,HRank
1246,0.9204545617103577,conv8,HRank
1247,1.6477272510528564,conv8,HRank
1248,1.5681818723678589,conv8,HRank
1249,1.8636363744735718,conv8,HRank
1250,1.4261363744735718,conv8,HRank
1251,2.221590995788574,conv8,HRank
1252,1.4147727489471436,conv8,HRank
1253,1.954545497894287,conv8,HRank
1254,2.034090995788574,conv8,HRank
1255,1.5511363744735718,conv8,HRank
1256,3.0227272510528564,conv8,HRank
1257,1.4943181276321411,conv8,HRank
1258,1.9090908765792847,conv8,HRank
1259,1.2386363744735718,conv8,HRank
1260,1.3352272510528564,conv8,HRank
1261,2.4318182468414307,conv8,HRank
1262,2.528409004211426,conv8,HRank
1263,2.482954502105713,conv8,HRank
1264,1.2897727489471436,conv8,HRank
1265,1.4431818723678589,conv8,HRank
1266,1.1590908765792847,conv8,HRank
1267,1.9375,conv8,HRank
1268,1.4772727489471436,conv8,HRank
1269,3.045454502105713,conv8,HRank
1270,1.142045497894287,conv8,HRank
1271,2.1477272510528564,conv8,HRank
1272,1.0511363744735718,conv8,HRank
1273,1.017045497894287,conv8,HRank
1274,2.528409004211426,conv8,HRank
1275,1.6193181276321411,conv8,HRank
1276,1.2386363744735718,conv8,HRank
1277,1.9715908765792847,conv8,HRank
1278,1.204545497894287,conv8,HRank
1279,1.9034091234207153,conv8,HRank
1280,1.5113636255264282,conv8,HRank
1281,1.6931818723678589,conv8,HRank
1282,1.4943181276321411,conv8,HRank
1283,2.0625,conv8,HRank
1284,1.9943181276321411,conv8,HRank
1285,1.3011363744735718,conv8,HRank
1286,1.3863636255264282,conv8,HRank
1287,1.4147727489471436,conv8,HRank
1288,2.5511362552642822,conv8,HRank
1289,2.0568182468414307,conv8,HRank
1290,2.3238637447357178,conv8,HRank
1291,1.392045497894287,conv8,HRank
1292,1.1306818723678589,conv8,HRank
1293,1.7443181276321411,conv8,HRank
1294,1.8806818723678589,conv8,HRank
1295,1.6647727489471436,conv8,HRank
1296,1.9602272510528564,conv8,HRank
1297,2.2386362552642822,conv8,HRank
1298,1.2613636255264282,conv8,HRank
1299,1.3863636255264282,conv8,HRank
1300,1.8181818723678589,conv8,HRank
1301,1.9090908765792847,conv8,HRank
1302,2.3352272510528564,conv8,HRank
1303,2.096590995788574,conv8,HRank
1304,1.6647727489471436,conv8,HRank
1305,1.3125,conv8,HRank
1306,1.3125,conv8,HRank
1307,1.7272727489471436,conv8,HRank
1308,1.6875,conv8,HRank
1309,1.892045497894287,conv8,HRank
1310,2.045454502105713,conv8,HRank
1311,1.4147727489471436,conv8,HRank
1312,1.8522727489471436,conv8,HRank
1313,0.7159090638160706,conv8,HRank
1314,2.0738637447357178,conv8,HRank
1315,1.5965908765792847,conv8,HRank
1316,1.8806818723678589,conv8,HRank
1317,1.2897727489471436,conv8,HRank
1318,2.221590995788574,conv8,HRank
1319,1.3636363744735718,conv8,HRank
1320,1.7443181276321411,conv8,HRank
1321,0.9147727489471436,conv8,HRank
1322,0.6761363744735718,conv8,HRank
1323,0.8125,conv8,HRank
1324,1.5056818723678589,conv8,HRank
1325,1.4488636255264282,conv8,HRank
1326,1.875,conv8,HRank
1327,2.0625,conv8,HRank
1328,2.3238637447357178,conv8,HRank
1329,1.9602272510528564,conv8,HRank
1330,2.1647727489471436,conv8,HRank
1331,1.1477272510528564,conv8,HRank
1332,1.7102272510528564,conv8,HRank
1333,1.420454502105713,conv8,HRank
1334,2.107954502105713,conv8,HRank
1335,2.221590995788574,conv8,HRank
1336,1.4943181276321411,conv8,HRank
1337,1.9147727489471436,conv8,HRank
1338,1.329545497894287,conv8,HRank
1339,1.4090908765792847,conv8,HRank
1340,1.5,conv8,HRank
1341,1.3863636255264282,conv8,HRank
1342,1.8693181276321411,conv8,HRank
