,Value,Layer,Method
3702,1.5909091234207153,conv12,HRank
3703,1.9715908765792847,conv12,HRank
3704,1.625,conv12,HRank
3705,1.8522727489471436,conv12,HRank
3706,1.5738636255264282,conv12,HRank
3707,1.9943181276321411,conv12,HRank
3708,1.7272727489471436,conv12,HRank
3709,1.642045497894287,conv12,HRank
3710,1.8693181276321411,conv12,HRank
3711,1.9659091234207153,conv12,HRank
3712,60.032257080078125,conv1,Calim
3713,55.753753662109375,conv1,Calim
3714,34.434329986572266,conv1,Calim
3715,21.550640106201172,conv1,Calim
3716,22.226604461669922,conv1,Calim
3717,46.957557678222656,conv1,Calim
3718,17.576549530029297,conv1,Calim
3719,33.108062744140625,conv1,Calim
3720,14.221067428588867,conv1,Calim
3721,41.77312469482422,conv1,Calim
3722,32.589988708496094,conv1,Calim
3723,22.319583892822266,conv1,Calim
3724,17.145299911499023,conv1,Calim
3725,-0.0075188204646110535,conv1,Calim
3726,0.7104922533035278,conv1,Calim
3727,21.358617782592773,conv1,Calim
3728,16.504281997680664,conv1,Calim
3729,43.53254699707031,conv1,Calim
3730,28.947282791137695,conv1,Calim
3731,10.568682670593262,conv1,Calim
3732,25.11518669128418,conv1,Calim
3733,38.12879180908203,conv1,Calim
3734,25.72736167907715,conv1,Calim
3735,69.28852081298828,conv1,Calim
3736,37.928043365478516,conv1,Calim
3737,50.0753173828125,conv1,Calim
3738,29.25016212463379,conv1,Calim
3739,16.58197784423828,conv1,Calim
3740,45.77722930908203,conv1,Calim
3741,93.55657958984375,conv1,Calim
3742,47.359825134277344,conv1,Calim
3743,32.11105728149414,conv1,Calim
3744,98.62004089355469,conv1,Calim
3745,-0.01291385106742382,conv1,Calim
3746,22.316640853881836,conv1,Calim
3747,0.0025625957641750574,conv1,Calim
3748,63.867149353027344,conv1,Calim
3749,0.03164013475179672,conv1,Calim
3750,17.33249855041504,conv1,Calim
3751,73.5748291015625,conv1,Calim
3752,63.26659393310547,conv1,Calim
3753,31.198015213012695,conv1,Calim
3754,80.57698059082031,conv1,Calim
3755,21.05270004272461,conv1,Calim
3756,41.331214904785156,conv1,Calim
3757,20.581148147583008,conv1,Calim
3758,18.60287857055664,conv1,Calim
3759,78.74200439453125,conv1,Calim
3760,-0.003950245678424835,conv1,Calim
3761,26.47378158569336,conv1,Calim
3762,0.0014980831183493137,conv1,Calim
3763,12.692086219787598,conv1,Calim
3764,43.05934143066406,conv1,Calim
3765,0.00872079748660326,conv1,Calim
3766,98.79454040527344,conv1,Calim
3767,25.22467613220215,conv1,Calim
3768,12.143540382385254,conv1,Calim
3769,107.83234405517578,conv1,Calim
3770,45.052547454833984,conv1,Calim
3771,30.132179260253906,conv1,Calim
3772,16.79199981689453,conv1,Calim
3773,32.481937408447266,conv1,Calim
3774,22.10276222229004,conv1,Calim
3775,47.990440368652344,conv1,Calim
3776,31.116573333740234,conv2,Calim
3777,37.11295700073242,conv2,Calim
3778,53.050262451171875,conv2,Calim
3779,27.821155548095703,conv2,Calim
3780,38.279964447021484,conv2,Calim
3781,52.325775146484375,conv2,Calim
3782,45.77851867675781,conv2,Calim
3783,25.915523529052734,conv2,Calim
3784,42.543853759765625,conv2,Calim
3785,56.21616744995117,conv2,Calim
3786,56.684288024902344,conv2,Calim
3787,47.81940460205078,conv2,Calim
3788,50.11439514160156,conv2,Calim
3789,50.3930549621582,conv2,Calim
3790,46.51651382446289,conv2,Calim
3791,52.79092025756836,conv2,Calim
3792,54.652225494384766,conv2,Calim
3793,51.02151107788086,conv2,Calim
3794,44.229148864746094,conv2,Calim
3795,23.641069412231445,conv2,Calim
3796,47.66485595703125,conv2,Calim
3797,52.253719329833984,conv2,Calim
3798,34.64130401611328,conv2,Calim
3799,56.938846588134766,conv2,Calim
3800,52.383949279785156,conv2,Calim
3801,37.94569396972656,conv2,Calim
3802,26.55164909362793,conv2,Calim
3803,77.62596130371094,conv2,Calim
3804,39.511268615722656,conv2,Calim
3805,50.536869049072266,conv2,Calim
3806,42.769798278808594,conv2,Calim
3807,55.14287185668945,conv2,Calim
3808,48.74803924560547,conv2,Calim
3809,35.228187561035156,conv2,Calim
3810,42.34657669067383,conv2,Calim
3811,44.03968811035156,conv2,Calim
3812,49.191688537597656,conv2,Calim
3813,34.44029998779297,conv2,Calim
3814,50.26444625854492,conv2,Calim
3815,43.83255386352539,conv2,Calim
3816,51.06254577636719,conv2,Calim
3817,39.91487121582031,conv2,Calim
3818,42.148651123046875,conv2,Calim
3819,31.252777099609375,conv2,Calim
3820,41.25102615356445,conv2,Calim
3821,47.15854263305664,conv2,Calim
3822,18.88548469543457,conv2,Calim
3823,25.337430953979492,conv2,Calim
3824,38.58738327026367,conv2,Calim
3825,32.30781936645508,conv2,Calim
3826,56.72029113769531,conv2,Calim
3827,54.57435989379883,conv2,Calim
3828,68.98299407958984,conv2,Calim
3829,55.923583984375,conv2,Calim
3830,42.15840148925781,conv2,Calim
3831,27.882665634155273,conv2,Calim
3832,41.208343505859375,conv2,Calim
3833,48.24695587158203,conv2,Calim
3834,76.768310546875,conv2,Calim
3835,67.24099731445312,conv2,Calim
3836,60.63106918334961,conv2,Calim
3837,33.989044189453125,conv2,Calim
3838,37.52378845214844,conv2,Calim
3839,57.71728515625,conv2,Calim
3840,29.212764739990234,conv3,Calim
3841,34.616943359375,conv3,Calim
3842,20.199359893798828,conv3,Calim
3843,23.555442810058594,conv3,Calim
3844,12.433422088623047,conv3,Calim
3845,24.905025482177734,conv3,Calim
3846,19.664302825927734,conv3,Calim
3847,16.628446578979492,conv3,Calim
3848,14.301215171813965,conv3,Calim
3849,16.486326217651367,conv3,Calim
3850,17.85883140563965,conv3,Calim
3851,25.015411376953125,conv3,Calim
3852,2.8799939155578613,conv3,Calim
3853,16.386018753051758,conv3,Calim
3854,18.471153259277344,conv3,Calim
3855,23.130542755126953,conv3,Calim
3856,16.34979820251465,conv3,Calim
3857,24.515663146972656,conv3,Calim
3858,21.08051300048828,conv3,Calim
3859,18.154829025268555,conv3,Calim
3860,17.790815353393555,conv3,Calim
3861,26.616470336914062,conv3,Calim
3862,8.49824333190918,conv3,Calim
3863,26.532691955566406,conv3,Calim
3864,19.166013717651367,conv3,Calim
3865,23.068788528442383,conv3,Calim
3866,25.69325065612793,conv3,Calim
3867,28.34276580810547,conv3,Calim
3868,21.775707244873047,conv3,Calim
3869,23.060840606689453,conv3,Calim
3870,16.150348663330078,conv3,Calim
3871,19.69376564025879,conv3,Calim
3872,19.040258407592773,conv3,Calim
3873,21.423683166503906,conv3,Calim
3874,20.76620864868164,conv3,Calim
3875,18.68312644958496,conv3,Calim
3876,23.149343490600586,conv3,Calim
3877,22.92017936706543,conv3,Calim
3878,20.305814743041992,conv3,Calim
3879,11.966609001159668,conv3,Calim
3880,20.494569778442383,conv3,Calim
3881,14.686671257019043,conv3,Calim
3882,24.544490814208984,conv3,Calim
3883,18.942522048950195,conv3,Calim
3884,13.188021659851074,conv3,Calim
3885,16.916154861450195,conv3,Calim
3886,19.396408081054688,conv3,Calim
3887,15.508673667907715,conv3,Calim
3888,23.528221130371094,conv3,Calim
3889,19.702054977416992,conv3,Calim
3890,17.566869735717773,conv3,Calim
3891,16.950952529907227,conv3,Calim
3892,20.58758544921875,conv3,Calim
3893,17.014436721801758,conv3,Calim
3894,24.614913940429688,conv3,Calim
3895,13.294587135314941,conv3,Calim
3896,30.697433471679688,conv3,Calim
3897,23.264549255371094,conv3,Calim
3898,19.347028732299805,conv3,Calim
3899,21.626628875732422,conv3,Calim
3900,19.431190490722656,conv3,Calim
3901,13.32370376586914,conv3,Calim
3902,21.036767959594727,conv3,Calim
3903,20.915231704711914,conv3,Calim
3904,25.984485626220703,conv3,Calim
3905,9.613324165344238,conv3,Calim
3906,22.712726593017578,conv3,Calim
3907,19.14090919494629,conv3,Calim
3908,19.484167098999023,conv3,Calim
3909,16.13308334350586,conv3,Calim
3910,38.99854278564453,conv3,Calim
3911,20.66579246520996,conv3,Calim
3912,22.694305419921875,conv3,Calim
3913,15.626813888549805,conv3,Calim
3914,19.14971923828125,conv3,Calim
3915,23.95858383178711,conv3,Calim
3916,30.400362014770508,conv3,Calim
3917,19.360843658447266,conv3,Calim
3918,20.839412689208984,conv3,Calim
3919,21.55307388305664,conv3,Calim
3920,18.689950942993164,conv3,Calim
3921,19.418424606323242,conv3,Calim
3922,21.025482177734375,conv3,Calim
3923,17.222864151000977,conv3,Calim
3924,28.18804931640625,conv3,Calim
3925,22.63489532470703,conv3,Calim
3926,17.620574951171875,conv3,Calim
3927,24.7191219329834,conv3,Calim
3928,22.375202178955078,conv3,Calim
3929,23.962371826171875,conv3,Calim
3930,26.436023712158203,conv3,Calim
3931,13.751130104064941,conv3,Calim
3932,18.92135238647461,conv3,Calim
3933,17.116308212280273,conv3,Calim
3934,4.682908535003662,conv3,Calim
3935,27.38048553466797,conv3,Calim
3936,18.54059410095215,conv3,Calim
3937,16.765676498413086,conv3,Calim
3938,18.055706024169922,conv3,Calim
3939,10.450472831726074,conv3,Calim
3940,18.004337310791016,conv3,Calim
3941,21.132081985473633,conv3,Calim
3942,31.961946487426758,conv3,Calim
3943,13.258820533752441,conv3,Calim
3944,24.286531448364258,conv3,Calim
3945,16.59982681274414,conv3,Calim
3946,18.260717391967773,conv3,Calim
3947,28.268234252929688,conv3,Calim
3948,13.114119529724121,conv3,Calim
3949,19.421226501464844,conv3,Calim
3950,13.141557693481445,conv3,Calim
3951,29.873023986816406,conv3,Calim
3952,21.098491668701172,conv3,Calim
3953,22.993907928466797,conv3,Calim
3954,19.201980590820312,conv3,Calim
3955,17.40220069885254,conv3,Calim
3956,18.032459259033203,conv3,Calim
3957,20.098127365112305,conv3,Calim
3958,20.178199768066406,conv3,Calim
3959,18.89261245727539,conv3,Calim
3960,23.160648345947266,conv3,Calim
3961,18.49117088317871,conv3,Calim
3962,20.993331909179688,conv3,Calim
3963,24.824729919433594,conv3,Calim
3964,12.815668106079102,conv3,Calim
3965,22.185707092285156,conv3,Calim
3966,20.260238647460938,conv3,Calim
3967,14.17907428741455,conv3,Calim
3968,15.81257438659668,conv4,Calim
3969,16.241527557373047,conv4,Calim
3970,11.417827606201172,conv4,Calim
3971,17.162199020385742,conv4,Calim
3972,15.571070671081543,conv4,Calim
3973,17.613801956176758,conv4,Calim
3974,23.03434181213379,conv4,Calim
3975,12.051197052001953,conv4,Calim
3976,14.74878215789795,conv4,Calim
3977,13.61080551147461,conv4,Calim
3978,14.692460060119629,conv4,Calim
3979,13.527989387512207,conv4,Calim
3980,18.82524871826172,conv4,Calim
3981,16.758663177490234,conv4,Calim
3982,15.569000244140625,conv4,Calim
3983,16.09662628173828,conv4,Calim
3984,11.312822341918945,conv4,Calim
3985,16.991024017333984,conv4,Calim
3986,11.994263648986816,conv4,Calim
3987,15.274017333984375,conv4,Calim
3988,13.285137176513672,conv4,Calim
3989,12.525566101074219,conv4,Calim
3990,15.850006103515625,conv4,Calim
3991,16.774473190307617,conv4,Calim
3992,16.770851135253906,conv4,Calim
3993,13.728317260742188,conv4,Calim
3994,11.114269256591797,conv4,Calim
3995,14.046792984008789,conv4,Calim
3996,16.71198844909668,conv4,Calim
3997,12.829712867736816,conv4,Calim
3998,12.351491928100586,conv4,Calim
3999,16.074623107910156,conv4,Calim
4000,13.463605880737305,conv4,Calim
4001,20.10082244873047,conv4,Calim
4002,18.208030700683594,conv4,Calim
4003,10.93825626373291,conv4,Calim
4004,15.46645736694336,conv4,Calim
4005,15.715005874633789,conv4,Calim
4006,11.295228958129883,conv4,Calim
4007,15.637444496154785,conv4,Calim
4008,12.507574081420898,conv4,Calim
4009,14.523773193359375,conv4,Calim
4010,11.976144790649414,conv4,Calim
4011,13.46683120727539,conv4,Calim
4012,14.968748092651367,conv4,Calim
4013,18.791776657104492,conv4,Calim
4014,12.724884986877441,conv4,Calim
4015,11.383149147033691,conv4,Calim
4016,15.469141006469727,conv4,Calim
4017,13.755332946777344,conv4,Calim
4018,16.44561767578125,conv4,Calim
4019,14.957714080810547,conv4,Calim
4020,15.856939315795898,conv4,Calim
4021,15.602532386779785,conv4,Calim
4022,14.196684837341309,conv4,Calim
4023,17.409053802490234,conv4,Calim
4024,11.564065933227539,conv4,Calim
4025,16.769588470458984,conv4,Calim
4026,17.293827056884766,conv4,Calim
4027,14.811716079711914,conv4,Calim
4028,15.789939880371094,conv4,Calim
4029,14.308893203735352,conv4,Calim
4030,17.938232421875,conv4,Calim
4031,9.348770141601562,conv4,Calim
4032,14.020374298095703,conv4,Calim
4033,12.837647438049316,conv4,Calim
4034,18.31044578552246,conv4,Calim
4035,17.098146438598633,conv4,Calim
4036,13.242452621459961,conv4,Calim
4037,14.158324241638184,conv4,Calim
4038,14.678091049194336,conv4,Calim
4039,17.513084411621094,conv4,Calim
4040,16.720863342285156,conv4,Calim
4041,14.443424224853516,conv4,Calim
4042,16.99370002746582,conv4,Calim
4043,12.659225463867188,conv4,Calim
4044,13.800352096557617,conv4,Calim
4045,18.25122833251953,conv4,Calim
4046,12.061643600463867,conv4,Calim
4047,9.959373474121094,conv4,Calim
4048,19.814693450927734,conv4,Calim
4049,15.278104782104492,conv4,Calim
4050,14.571758270263672,conv4,Calim
4051,13.478933334350586,conv4,Calim
4052,8.821203231811523,conv4,Calim
4053,15.015727996826172,conv4,Calim
4054,17.011993408203125,conv4,Calim
4055,14.13041877746582,conv4,Calim
4056,17.618207931518555,conv4,Calim
4057,14.041601181030273,conv4,Calim
4058,15.001835823059082,conv4,Calim
4059,12.77474308013916,conv4,Calim
4060,14.652857780456543,conv4,Calim
4061,14.23361587524414,conv4,Calim
4062,12.96327018737793,conv4,Calim
4063,23.921142578125,conv4,Calim
4064,8.539022445678711,conv4,Calim
4065,13.631053924560547,conv4,Calim
4066,14.903158187866211,conv4,Calim
4067,10.700942993164062,conv4,Calim
4068,13.120258331298828,conv4,Calim
4069,16.355884552001953,conv4,Calim
4070,14.526019096374512,conv4,Calim
4071,16.60013771057129,conv4,Calim
4072,11.796977996826172,conv4,Calim
4073,12.60278034210205,conv4,Calim
4074,15.57109260559082,conv4,Calim
4075,13.428340911865234,conv4,Calim
4076,15.383718490600586,conv4,Calim
4077,15.328506469726562,conv4,Calim
4078,17.927574157714844,conv4,Calim
4079,14.578535079956055,conv4,Calim
4080,12.600628852844238,conv4,Calim
4081,13.952397346496582,conv4,Calim
4082,18.66735076904297,conv4,Calim
4083,20.201675415039062,conv4,Calim
4084,16.740583419799805,conv4,Calim
4085,11.633091926574707,conv4,Calim
4086,13.38115119934082,conv4,Calim
4087,21.349929809570312,conv4,Calim
4088,16.281469345092773,conv4,Calim
4089,18.2624568939209,conv4,Calim
4090,17.100208282470703,conv4,Calim
4091,19.138330459594727,conv4,Calim
4092,21.072072982788086,conv4,Calim
4093,15.669800758361816,conv4,Calim
4094,15.649394989013672,conv4,Calim
4095,16.07688331604004,conv4,Calim
4096,8.299541473388672,conv5,Calim
4097,9.175540924072266,conv5,Calim
4098,13.248319625854492,conv5,Calim
4099,12.15356731414795,conv5,Calim
4100,8.70389175415039,conv5,Calim
4101,10.512406349182129,conv5,Calim
4102,10.892963409423828,conv5,Calim
4103,10.76167106628418,conv5,Calim
4104,12.284746170043945,conv5,Calim
4105,9.582513809204102,conv5,Calim
4106,9.584390640258789,conv5,Calim
4107,10.178119659423828,conv5,Calim
4108,7.892356872558594,conv5,Calim
4109,7.649611473083496,conv5,Calim
4110,11.254555702209473,conv5,Calim
4111,15.616600036621094,conv5,Calim
4112,8.747867584228516,conv5,Calim
4113,10.456657409667969,conv5,Calim
4114,14.621252059936523,conv5,Calim
4115,10.504281997680664,conv5,Calim
4116,11.41248893737793,conv5,Calim
4117,9.575490951538086,conv5,Calim
4118,11.744095802307129,conv5,Calim
4119,9.685811996459961,conv5,Calim
4120,8.481807708740234,conv5,Calim
4121,9.512077331542969,conv5,Calim
4122,5.129157543182373,conv5,Calim
4123,7.144750595092773,conv5,Calim
4124,4.046754360198975,conv5,Calim
4125,10.89449691772461,conv5,Calim
4126,8.929800987243652,conv5,Calim
4127,8.247151374816895,conv5,Calim
4128,12.559106826782227,conv5,Calim
4129,5.867982387542725,conv5,Calim
4130,15.957136154174805,conv5,Calim
4131,9.780133247375488,conv5,Calim
4132,10.385769844055176,conv5,Calim
4133,11.516321182250977,conv5,Calim
4134,8.248793601989746,conv5,Calim
4135,8.896734237670898,conv5,Calim
4136,10.951610565185547,conv5,Calim
4137,9.96386432647705,conv5,Calim
4138,10.036528587341309,conv5,Calim
4139,7.83762264251709,conv5,Calim
4140,8.995535850524902,conv5,Calim
4141,13.005778312683105,conv5,Calim
4142,11.350997924804688,conv5,Calim
4143,6.914829730987549,conv5,Calim
4144,10.627251625061035,conv5,Calim
4145,9.921749114990234,conv5,Calim
4146,12.180968284606934,conv5,Calim
4147,9.216336250305176,conv5,Calim
4148,13.091663360595703,conv5,Calim
4149,12.365487098693848,conv5,Calim
4150,12.26546859741211,conv5,Calim
4151,10.385042190551758,conv5,Calim
4152,11.104975700378418,conv5,Calim
4153,10.793859481811523,conv5,Calim
4154,10.688905715942383,conv5,Calim
4155,9.968608856201172,conv5,Calim
4156,7.047157287597656,conv5,Calim
4157,7.584831714630127,conv5,Calim
4158,8.90666675567627,conv5,Calim
4159,8.709468841552734,conv5,Calim
4160,14.208810806274414,conv5,Calim
4161,9.635255813598633,conv5,Calim
4162,7.932353496551514,conv5,Calim
4163,10.967803001403809,conv5,Calim
4164,11.163640975952148,conv5,Calim
4165,15.036544799804688,conv5,Calim
4166,10.689067840576172,conv5,Calim
4167,10.28486442565918,conv5,Calim
4168,8.45478343963623,conv5,Calim
4169,16.431915283203125,conv5,Calim
4170,10.823368072509766,conv5,Calim
4171,9.491994857788086,conv5,Calim
4172,10.639411926269531,conv5,Calim
4173,11.354059219360352,conv5,Calim
4174,12.560277938842773,conv5,Calim
4175,12.396720886230469,conv5,Calim
4176,12.227150917053223,conv5,Calim
4177,6.815511703491211,conv5,Calim
4178,9.172004699707031,conv5,Calim
4179,10.112445831298828,conv5,Calim
4180,12.110917091369629,conv5,Calim
4181,8.911190032958984,conv5,Calim
4182,12.130964279174805,conv5,Calim
4183,12.068415641784668,conv5,Calim
4184,12.197334289550781,conv5,Calim
4185,6.782564640045166,conv5,Calim
4186,12.1565523147583,conv5,Calim
4187,8.118572235107422,conv5,Calim
4188,8.31904411315918,conv5,Calim
4189,9.67152214050293,conv5,Calim
4190,9.965506553649902,conv5,Calim
4191,10.300084114074707,conv5,Calim
4192,10.872414588928223,conv5,Calim
4193,5.945713996887207,conv5,Calim
4194,10.520215034484863,conv5,Calim
4195,7.24973201751709,conv5,Calim
4196,10.82060432434082,conv5,Calim
4197,9.26236343383789,conv5,Calim
4198,8.993165969848633,conv5,Calim
4199,17.929309844970703,conv5,Calim
4200,12.160804748535156,conv5,Calim
4201,8.667623519897461,conv5,Calim
4202,10.765033721923828,conv5,Calim
4203,10.694101333618164,conv5,Calim
4204,10.812639236450195,conv5,Calim
4205,13.37894344329834,conv5,Calim
4206,9.444681167602539,conv5,Calim
4207,11.005290985107422,conv5,Calim
4208,10.341117858886719,conv5,Calim
4209,14.858705520629883,conv5,Calim
4210,10.404926300048828,conv5,Calim
4211,13.322842597961426,conv5,Calim
4212,8.427972793579102,conv5,Calim
4213,8.449433326721191,conv5,Calim
4214,7.483312606811523,conv5,Calim
4215,6.636932373046875,conv5,Calim
4216,8.05990982055664,conv5,Calim
4217,1.7344989776611328,conv5,Calim
4218,10.041314125061035,conv5,Calim
4219,11.161112785339355,conv5,Calim
4220,10.499709129333496,conv5,Calim
4221,15.143795013427734,conv5,Calim
4222,13.622051239013672,conv5,Calim
4223,9.26699161529541,conv5,Calim
4224,12.215164184570312,conv5,Calim
4225,8.557764053344727,conv5,Calim
4226,10.147539138793945,conv5,Calim
4227,6.795005798339844,conv5,Calim
4228,11.53929328918457,conv5,Calim
4229,9.517049789428711,conv5,Calim
4230,7.057975769042969,conv5,Calim
4231,9.883073806762695,conv5,Calim
4232,14.387361526489258,conv5,Calim
4233,10.736360549926758,conv5,Calim
4234,13.015111923217773,conv5,Calim
4235,11.678857803344727,conv5,Calim
4236,14.745071411132812,conv5,Calim
4237,10.392749786376953,conv5,Calim
4238,9.786476135253906,conv5,Calim
4239,7.697958946228027,conv5,Calim
4240,14.678421020507812,conv5,Calim
4241,10.72527027130127,conv5,Calim
4242,11.051401138305664,conv5,Calim
4243,10.154367446899414,conv5,Calim
4244,10.050317764282227,conv5,Calim
4245,11.605185508728027,conv5,Calim
4246,10.428606033325195,conv5,Calim
4247,8.459503173828125,conv5,Calim
4248,7.336073875427246,conv5,Calim
4249,11.598150253295898,conv5,Calim
4250,7.623748779296875,conv5,Calim
4251,7.848366737365723,conv5,Calim
4252,12.797802925109863,conv5,Calim
4253,11.26333236694336,conv5,Calim
4254,8.926353454589844,conv5,Calim
4255,6.956527233123779,conv5,Calim
4256,6.900010108947754,conv5,Calim
4257,10.766752243041992,conv5,Calim
4258,5.384854793548584,conv5,Calim
4259,13.62449836730957,conv5,Calim
4260,5.409811973571777,conv5,Calim
4261,10.04753589630127,conv5,Calim
4262,13.028274536132812,conv5,Calim
4263,11.157405853271484,conv5,Calim
4264,9.67668342590332,conv5,Calim
4265,12.171384811401367,conv5,Calim
4266,11.048958778381348,conv5,Calim
4267,14.600284576416016,conv5,Calim
4268,9.38184928894043,conv5,Calim
4269,9.736741065979004,conv5,Calim
4270,10.030797958374023,conv5,Calim
4271,11.02627944946289,conv5,Calim
4272,13.266886711120605,conv5,Calim
4273,9.250345230102539,conv5,Calim
4274,10.955310821533203,conv5,Calim
4275,9.646099090576172,conv5,Calim
4276,9.223731994628906,conv5,Calim
4277,8.189739227294922,conv5,Calim
4278,8.291763305664062,conv5,Calim
4279,9.808212280273438,conv5,Calim
4280,9.296055793762207,conv5,Calim
4281,4.8187408447265625,conv5,Calim
4282,10.64889144897461,conv5,Calim
4283,11.781375885009766,conv5,Calim
4284,12.100662231445312,conv5,Calim
4285,11.152267456054688,conv5,Calim
4286,8.389802932739258,conv5,Calim
4287,13.756002426147461,conv5,Calim
4288,4.689497947692871,conv5,Calim
4289,12.0536527633667,conv5,Calim
4290,9.013101577758789,conv5,Calim
4291,8.857207298278809,conv5,Calim
4292,10.978080749511719,conv5,Calim
4293,3.9963674545288086,conv5,Calim
4294,5.497718334197998,conv5,Calim
4295,14.473608016967773,conv5,Calim
4296,8.359514236450195,conv5,Calim
4297,13.0322265625,conv5,Calim
4298,11.601421356201172,conv5,Calim
4299,11.435086250305176,conv5,Calim
4300,10.04633617401123,conv5,Calim
4301,7.452667713165283,conv5,Calim
4302,8.081559181213379,conv5,Calim
4303,10.284748077392578,conv5,Calim
4304,10.385553359985352,conv5,Calim
4305,14.045108795166016,conv5,Calim
4306,10.168262481689453,conv5,Calim
4307,13.345064163208008,conv5,Calim
4308,5.719836235046387,conv5,Calim
4309,10.585954666137695,conv5,Calim
4310,10.391420364379883,conv5,Calim
4311,13.786741256713867,conv5,Calim
4312,12.178836822509766,conv5,Calim
4313,11.272924423217773,conv5,Calim
4314,16.23012924194336,conv5,Calim
4315,4.72219705581665,conv5,Calim
4316,7.39237117767334,conv5,Calim
4317,11.820486068725586,conv5,Calim
4318,10.64773941040039,conv5,Calim
4319,6.720885753631592,conv5,Calim
4320,7.7657928466796875,conv5,Calim
4321,11.587225914001465,conv5,Calim
4322,16.89431381225586,conv5,Calim
4323,8.934812545776367,conv5,Calim
4324,11.516979217529297,conv5,Calim
4325,9.454244613647461,conv5,Calim
4326,9.505290985107422,conv5,Calim
4327,11.845954895019531,conv5,Calim
4328,6.272921562194824,conv5,Calim
4329,8.854394912719727,conv5,Calim
4330,5.798422813415527,conv5,Calim
4331,11.202163696289062,conv5,Calim
4332,6.455156326293945,conv5,Calim
4333,13.065093994140625,conv5,Calim
4334,9.460941314697266,conv5,Calim
4335,5.526213645935059,conv5,Calim
4336,11.119906425476074,conv5,Calim
4337,10.409337043762207,conv5,Calim
4338,14.229036331176758,conv5,Calim
4339,9.840240478515625,conv5,Calim
4340,8.250865936279297,conv5,Calim
4341,8.917631149291992,conv5,Calim
4342,10.18269157409668,conv5,Calim
4343,11.753154754638672,conv5,Calim
4344,9.495779037475586,conv5,Calim
4345,12.619754791259766,conv5,Calim
4346,10.213547706604004,conv5,Calim
4347,13.942182540893555,conv5,Calim
4348,8.48678207397461,conv5,Calim
4349,10.124601364135742,conv5,Calim
4350,9.065035820007324,conv5,Calim
4351,10.5562162399292,conv5,Calim
4352,8.116525650024414,conv6,Calim
4353,8.263808250427246,conv6,Calim
4354,5.175403594970703,conv6,Calim
4355,6.34391975402832,conv6,Calim
4356,7.500702857971191,conv6,Calim
4357,6.016537666320801,conv6,Calim
4358,8.776802062988281,conv6,Calim
4359,7.629389762878418,conv6,Calim
4360,6.053028106689453,conv6,Calim
4361,9.24930191040039,conv6,Calim
4362,6.544285774230957,conv6,Calim
4363,6.18709659576416,conv6,Calim
4364,6.75913143157959,conv6,Calim
4365,7.278980731964111,conv6,Calim
4366,7.957183837890625,conv6,Calim
4367,5.340541839599609,conv6,Calim
4368,6.690770149230957,conv6,Calim
4369,8.63878059387207,conv6,Calim
4370,8.837051391601562,conv6,Calim
4371,6.328367233276367,conv6,Calim
4372,8.781721115112305,conv6,Calim
4373,7.598195552825928,conv6,Calim
4374,7.7177534103393555,conv6,Calim
4375,7.692633628845215,conv6,Calim
4376,5.167361259460449,conv6,Calim
4377,6.739673614501953,conv6,Calim
4378,4.993967533111572,conv6,Calim
4379,9.801237106323242,conv6,Calim
4380,9.276678085327148,conv6,Calim
4381,5.872277736663818,conv6,Calim
4382,6.661494255065918,conv6,Calim
4383,7.742332458496094,conv6,Calim
4384,9.180825233459473,conv6,Calim
4385,6.789892196655273,conv6,Calim
4386,9.739873886108398,conv6,Calim
4387,8.300954818725586,conv6,Calim
4388,6.943045616149902,conv6,Calim
4389,5.818573474884033,conv6,Calim
4390,7.809028625488281,conv6,Calim
4391,8.666534423828125,conv6,Calim
4392,7.175429344177246,conv6,Calim
4393,7.393758296966553,conv6,Calim
4394,7.401090621948242,conv6,Calim
4395,6.056312084197998,conv6,Calim
4396,6.938006401062012,conv6,Calim
4397,7.178559303283691,conv6,Calim
4398,8.32188606262207,conv6,Calim
4399,8.349985122680664,conv6,Calim
4400,8.060503005981445,conv6,Calim
4401,8.33643913269043,conv6,Calim
4402,8.749507904052734,conv6,Calim
4403,5.496366500854492,conv6,Calim
4404,7.242438793182373,conv6,Calim
4405,8.762689590454102,conv6,Calim
4406,2.4927427768707275,conv6,Calim
4407,6.354452133178711,conv6,Calim
4408,8.197823524475098,conv6,Calim
4409,4.97300910949707,conv6,Calim
4410,8.731520652770996,conv6,Calim
4411,8.46310806274414,conv6,Calim
4412,5.759406089782715,conv6,Calim
4413,7.43250846862793,conv6,Calim
4414,6.5271196365356445,conv6,Calim
4415,7.749459266662598,conv6,Calim
4416,6.533120632171631,conv6,Calim
4417,7.881918907165527,conv6,Calim
4418,6.848047733306885,conv6,Calim
4419,5.216830730438232,conv6,Calim
4420,5.177554607391357,conv6,Calim
4421,7.374072074890137,conv6,Calim
4422,8.826223373413086,conv6,Calim
4423,6.789716720581055,conv6,Calim
4424,6.640957355499268,conv6,Calim
4425,7.070491313934326,conv6,Calim
4426,4.875502586364746,conv6,Calim
4427,7.535165309906006,conv6,Calim
4428,8.540857315063477,conv6,Calim
4429,5.890038967132568,conv6,Calim
4430,9.440746307373047,conv6,Calim
4431,6.770614147186279,conv6,Calim
4432,8.41539478302002,conv6,Calim
4433,6.889937877655029,conv6,Calim
4434,5.158614158630371,conv6,Calim
4435,6.592155456542969,conv6,Calim
4436,8.932477951049805,conv6,Calim
